Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
AFG000795,7/19/2018,11:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,NO,,,,2,0,0,0,0,0
AFG000711,7/13/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
AFG000706,7/11/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000707,7/10/2018,00:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,YES,,,,0,0,0,0,0,0
AFG000794,7/5/2018,10:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,NO,YES,NO,YES,NO,,Warehouse,,0,0,0,0,0,0
AFG000705,7/1/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,3,NO,NO,NO,NO,NO,YES,,,,0,0,0,0,0,0
AFG000793,6/26/2018,12:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000702,6/25/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,1,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000701,6/13/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Psychological violence/threat of violence/intimidation, Setting fire",0,0,YES,NO,YES,YES,NO,NO,,,,0,0,7,0,0,0
AFG000792,6/10/2018,10:00,Afghanistan,Confirmed, Setting fire,0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000718,6/4/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000703,5/31/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000704,5/31/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000699,5/30/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000700,5/30/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials), Setting fire",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG000698,5/29/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000697,5/24/2018,02:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,YES,YES,NO,YES,,,,0,3,0,0,0,0
AFG001149,5/6/2018,14:20,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000397,5/5/2018,12:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000398,5/4/2018,12:00,Afghanistan,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG000791,4/28/2018,23:00,Afghanistan,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001152,4/27/2018,14:35,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Psychological violence/threat of violence/intimidation",1,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG000389,4/26/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,0,YES,NO,NO,NO,NO,YES,,Primary,,0,0,0,0,0,0
AFG000790,4/22/2018,22:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG001145,4/19/2018,14:10,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
AFG000396,4/5/2018,23:00,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,YES,NO,NO,Unknown,,Primary,,0,0,0,0,0,0
AFG000382,4/4/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG000385,4/4/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
AFG000477,4/1/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000537,4/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
AFG000469,3/26/2018,08:30,Afghanistan,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,YES,YES,NO,NO,YES,,Other,ambulance,0,0,0,0,0,0
AFG000470,3/15/2018,15:30,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",0,0,NO,YES,YES,NO,NO,NO,,Other,ambulance,0,0,0,0,0,0
AFG001148,3/12/2018,14:15,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000478,3/12/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,Other,polio field vaccination,0,0,0,0,0,0
AFG000463,3/5/2018,00:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG000372,3/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,3,0,0,0
AFG000374,3/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,5,0,0,0
AFG000376,3/1/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,2,0,0,0,0,0
AFG000447,3/1/2018,00:00,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000464,3/1/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,YES,YES,NO,NO,NO,,Primary,,0,2,0,0,0,0
AFG000366,2/19/2018,00:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,2,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001147,1/28/2018,14:15,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,1,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG000471,1/20/2018,11:45,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,Unknown,NO,NO,Unknown,,,,0,0,0,0,0,0
AFG000479,1/19/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,YES,NO,NO,,Primary,,0,3,0,0,0,0
AFG000497,1/15/2018,10:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,1,NO,NO,YES,NO,NO,NO,,,,2,0,0,0,0,0
AFG000373,1/6/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG000367,1/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,15,0,0,0,0
AFG000472,1/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,Mobile Clinic,,5,0,0,0,0,0
AFG000474,12/20/2017,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000473,12/5/2017,08:30,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG000475,9/1/2017,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000476,4/1/2017,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
